LIGHT (lux),Time since start in ms,YYYY-MO-DD HH-MI-SS.SSSS
34.00,220864,2022-03-30 20:55:54.4390
34.00,220894,2022-03-30 20:55:54.4690
34.00,220925,2022-03-30 20:55:54.5000
34.00,220958,2022-03-30 20:55:54.5330
34.00,220985,2022-03-30 20:55:54.5600
34.00,221023,2022-03-30 20:55:54.5980
34.00,221051,2022-03-30 20:55:54.6250
34.00,221083,2022-03-30 20:55:54.6570
34.00,221125,2022-03-30 20:55:54.6990
34.00,221172,2022-03-30 20:55:54.7460
34.00,221219,2022-03-30 20:55:54.7940
34.00,221268,2022-03-30 20:55:54.8430
34.00,221312,2022-03-30 20:55:54.8860
34.00,221364,2022-03-30 20:55:54.9380
34.00,221411,2022-03-30 20:55:54.9860
34.00,221454,2022-03-30 20:55:55.0290
34.00,221498,2022-03-30 20:55:55.0730
33.00,221539,2022-03-30 20:55:55.1130
33.00,221587,2022-03-30 20:55:55.1610
33.00,221635,2022-03-30 20:55:55.2100
33.00,221685,2022-03-30 20:55:55.2590
33.00,221732,2022-03-30 20:55:55.3070
33.00,221781,2022-03-30 20:55:55.3550
33.00,221826,2022-03-30 20:55:55.4010
33.00,221871,2022-03-30 20:55:55.4460
33.00,221918,2022-03-30 20:55:55.4920
33.00,221964,2022-03-30 20:55:55.5390
33.00,222012,2022-03-30 20:55:55.5860
33.00,222058,2022-03-30 20:55:55.6320
33.00,222104,2022-03-30 20:55:55.6780
33.00,222153,2022-03-30 20:55:55.7280
33.00,222201,2022-03-30 20:55:55.7750
43.00,222251,2022-03-30 20:55:55.8250
43.00,222300,2022-03-30 20:55:55.8750
43.00,222347,2022-03-30 20:55:55.9220
43.00,222392,2022-03-30 20:55:55.9670
43.00,222442,2022-03-30 20:55:56.0160
43.00,222490,2022-03-30 20:55:56.0640
43.00,222538,2022-03-30 20:55:56.1120
43.00,222585,2022-03-30 20:55:56.1590
43.00,222634,2022-03-30 20:55:56.2080
43.00,222680,2022-03-30 20:55:56.2550
43.00,222726,2022-03-30 20:55:56.3010
43.00,222776,2022-03-30 20:55:56.3510
43.00,222825,2022-03-30 20:55:56.4000
43.00,222870,2022-03-30 20:55:56.4450
43.00,222919,2022-03-30 20:55:56.4930
36.00,222969,2022-03-30 20:55:56.5430
36.00,223017,2022-03-30 20:55:56.5920
36.00,223063,2022-03-30 20:55:56.6380
36.00,223110,2022-03-30 20:55:56.6850
36.00,223164,2022-03-30 20:55:56.7380
36.00,223209,2022-03-30 20:55:56.7840
36.00,223256,2022-03-30 20:55:56.8310
36.00,223303,2022-03-30 20:55:56.8770
36.00,223351,2022-03-30 20:55:56.9260
36.00,223397,2022-03-30 20:55:56.9720
36.00,223445,2022-03-30 20:55:57.0200
36.00,223493,2022-03-30 20:55:57.0670
36.00,223539,2022-03-30 20:55:57.1130
36.00,223587,2022-03-30 20:55:57.1610
33.00,223633,2022-03-30 20:55:57.2070
33.00,223680,2022-03-30 20:55:57.2550
33.00,223726,2022-03-30 20:55:57.3000
33.00,223778,2022-03-30 20:55:57.3520
33.00,223826,2022-03-30 20:55:57.4000
33.00,223870,2022-03-30 20:55:57.4450
33.00,223917,2022-03-30 20:55:57.4920
33.00,223963,2022-03-30 20:55:57.5380
33.00,224009,2022-03-30 20:55:57.5840
33.00,224055,2022-03-30 20:55:57.6290
33.00,224100,2022-03-30 20:55:57.6740
33.00,224145,2022-03-30 20:55:57.7190
33.00,224191,2022-03-30 20:55:57.7650
33.00,224236,2022-03-30 20:55:57.8100
33.00,224268,2022-03-30 20:55:57.8430
33.00,224313,2022-03-30 20:55:57.8870
40.00,224359,2022-03-30 20:55:57.9330
40.00,224405,2022-03-30 20:55:57.9800
40.00,224454,2022-03-30 20:55:58.0280
40.00,224502,2022-03-30 20:55:58.0770
40.00,224550,2022-03-30 20:55:58.1240
40.00,224597,2022-03-30 20:55:58.1720
40.00,224643,2022-03-30 20:55:58.2180
40.00,224690,2022-03-30 20:55:58.2640
40.00,224736,2022-03-30 20:55:58.3110
40.00,224786,2022-03-30 20:55:58.3600
40.00,224833,2022-03-30 20:55:58.4080
40.00,224881,2022-03-30 20:55:58.4560
40.00,224927,2022-03-30 20:55:58.5020
40.00,224974,2022-03-30 20:55:58.5490
40.00,225023,2022-03-30 20:55:58.5970
40.00,225068,2022-03-30 20:55:58.6420
40.00,225113,2022-03-30 20:55:58.6880
40.00,225161,2022-03-30 20:55:58.7350
40.00,225206,2022-03-30 20:55:58.7810
40.00,225251,2022-03-30 20:55:58.8260
40.00,225297,2022-03-30 20:55:58.8720
40.00,225344,2022-03-30 20:55:58.9180
40.00,225388,2022-03-30 20:55:58.9630
40.00,225433,2022-03-30 20:55:59.0080
40.00,225480,2022-03-30 20:55:59.0550
40.00,225525,2022-03-30 20:55:59.1000
40.00,225569,2022-03-30 20:55:59.1440
40.00,225615,2022-03-30 20:55:59.1900
40.00,225662,2022-03-30 20:55:59.2360
40.00,225707,2022-03-30 20:55:59.2810
33.00,225756,2022-03-30 20:55:59.3300
33.00,225802,2022-03-30 20:55:59.3770
33.00,225850,2022-03-30 20:55:59.4250
33.00,225898,2022-03-30 20:55:59.4730
33.00,225946,2022-03-30 20:55:59.5200
33.00,225991,2022-03-30 20:55:59.5660
33.00,226038,2022-03-30 20:55:59.6130
33.00,226082,2022-03-30 20:55:59.6560
33.00,226123,2022-03-30 20:55:59.6980
33.00,226160,2022-03-30 20:55:59.7340
33.00,226205,2022-03-30 20:55:59.7800
33.00,226254,2022-03-30 20:55:59.8290
33.00,226300,2022-03-30 20:55:59.8740
33.00,226345,2022-03-30 20:55:59.9200
33.00,226388,2022-03-30 20:55:59.9620
37.00,226434,2022-03-30 20:56:00.0090
37.00,226483,2022-03-30 20:56:00.0570
37.00,226528,2022-03-30 20:56:00.1030
37.00,226576,2022-03-30 20:56:00.1510
37.00,226621,2022-03-30 20:56:00.1960
37.00,226660,2022-03-30 20:56:00.2340
37.00,226704,2022-03-30 20:56:00.2790
37.00,226753,2022-03-30 20:56:00.3280
37.00,226801,2022-03-30 20:56:00.3750
37.00,226852,2022-03-30 20:56:00.4270
37.00,226899,2022-03-30 20:56:00.4730
37.00,226948,2022-03-30 20:56:00.5230
37.00,226998,2022-03-30 20:56:00.5730
37.00,227046,2022-03-30 20:56:00.6210
37.00,227093,2022-03-30 20:56:00.6680
43.00,227139,2022-03-30 20:56:00.7140
43.00,227186,2022-03-30 20:56:00.7610
43.00,227234,2022-03-30 20:56:00.8080
43.00,227280,2022-03-30 20:56:00.8550
43.00,227330,2022-03-30 20:56:00.9050
43.00,227378,2022-03-30 20:56:00.9530
43.00,227423,2022-03-30 20:56:00.9980
43.00,227469,2022-03-30 20:56:01.0440
43.00,227517,2022-03-30 20:56:01.0920
43.00,227565,2022-03-30 20:56:01.1390
43.00,227612,2022-03-30 20:56:01.1870
43.00,227658,2022-03-30 20:56:01.2320
43.00,227701,2022-03-30 20:56:01.2750
43.00,227728,2022-03-30 20:56:01.3020
43.00,227766,2022-03-30 20:56:01.3400
43.00,227799,2022-03-30 20:56:01.3730
33.00,227829,2022-03-30 20:56:01.4040
33.00,227875,2022-03-30 20:56:01.4490
33.00,227924,2022-03-30 20:56:01.4990
33.00,227971,2022-03-30 20:56:01.5460
33.00,228017,2022-03-30 20:56:01.5920
33.00,228063,2022-03-30 20:56:01.6370
33.00,228110,2022-03-30 20:56:01.6850
33.00,228152,2022-03-30 20:56:01.7260
33.00,228198,2022-03-30 20:56:01.7720
33.00,228244,2022-03-30 20:56:01.8180
33.00,228292,2022-03-30 20:56:01.8670
33.00,228338,2022-03-30 20:56:01.9120
33.00,228382,2022-03-30 20:56:01.9570
33.00,228428,2022-03-30 20:56:02.0020
33.00,228477,2022-03-30 20:56:02.0520
33.00,228526,2022-03-30 20:56:02.1000
34.00,228572,2022-03-30 20:56:02.1470
34.00,228618,2022-03-30 20:56:02.1930
34.00,228666,2022-03-30 20:56:02.2400
34.00,228710,2022-03-30 20:56:02.2850
34.00,228757,2022-03-30 20:56:02.3310
34.00,228802,2022-03-30 20:56:02.3760
34.00,228852,2022-03-30 20:56:02.4270
34.00,228900,2022-03-30 20:56:02.4740
34.00,228946,2022-03-30 20:56:02.5210
34.00,228995,2022-03-30 20:56:02.5690
34.00,229040,2022-03-30 20:56:02.6140
34.00,229086,2022-03-30 20:56:02.6610
34.00,229135,2022-03-30 20:56:02.7100
34.00,229183,2022-03-30 20:56:02.7570
34.00,229229,2022-03-30 20:56:02.8030
46.00,229275,2022-03-30 20:56:02.8500
46.00,229312,2022-03-30 20:56:02.8860
46.00,229341,2022-03-30 20:56:02.9150
46.00,229374,2022-03-30 20:56:02.9480
46.00,229416,2022-03-30 20:56:02.9910
46.00,229453,2022-03-30 20:56:03.0280
46.00,229489,2022-03-30 20:56:03.0640
46.00,229538,2022-03-30 20:56:03.1120
46.00,229585,2022-03-30 20:56:03.1590
46.00,229632,2022-03-30 20:56:03.2060
46.00,229684,2022-03-30 20:56:03.2590
46.00,229732,2022-03-30 20:56:03.3070
46.00,229779,2022-03-30 20:56:03.3540
46.00,229827,2022-03-30 20:56:03.4020
46.00,229871,2022-03-30 20:56:03.4460
46.00,229918,2022-03-30 20:56:03.4920
34.00,229969,2022-03-30 20:56:03.5430
34.00,230017,2022-03-30 20:56:03.5910
34.00,230062,2022-03-30 20:56:03.6360
34.00,230109,2022-03-30 20:56:03.6840
34.00,230154,2022-03-30 20:56:03.7280
34.00,230218,2022-03-30 20:56:03.7930
34.00,230265,2022-03-30 20:56:03.8390
34.00,230311,2022-03-30 20:56:03.8860
34.00,230358,2022-03-30 20:56:03.9330
34.00,230390,2022-03-30 20:56:03.9650
34.00,230418,2022-03-30 20:56:03.9920
34.00,230443,2022-03-30 20:56:04.0180
34.00,230471,2022-03-30 20:56:04.0450
34.00,230501,2022-03-30 20:56:04.0760
34.00,230546,2022-03-30 20:56:04.1200
34.00,230592,2022-03-30 20:56:04.1660
33.00,230638,2022-03-30 20:56:04.2130
33.00,230677,2022-03-30 20:56:04.2510
33.00,230708,2022-03-30 20:56:04.2830
33.00,230748,2022-03-30 20:56:04.3230
33.00,230797,2022-03-30 20:56:04.3720
33.00,230843,2022-03-30 20:56:04.4180
33.00,230889,2022-03-30 20:56:04.4640
33.00,230936,2022-03-30 20:56:04.5110
33.00,230982,2022-03-30 20:56:04.5570
33.00,231031,2022-03-30 20:56:04.6050
33.00,231080,2022-03-30 20:56:04.6540
33.00,231129,2022-03-30 20:56:04.7040
33.00,231177,2022-03-30 20:56:04.7520
33.00,231225,2022-03-30 20:56:04.8000
33.00,231285,2022-03-30 20:56:04.8590
33.00,231332,2022-03-30 20:56:04.9070
43.00,231379,2022-03-30 20:56:04.9540
43.00,231416,2022-03-30 20:56:04.9900
43.00,231449,2022-03-30 20:56:05.0240
43.00,231480,2022-03-30 20:56:05.0550
43.00,231525,2022-03-30 20:56:05.0990
43.00,231569,2022-03-30 20:56:05.1440
43.00,231619,2022-03-30 20:56:05.1930
43.00,231665,2022-03-30 20:56:05.2390
43.00,231710,2022-03-30 20:56:05.2850
43.00,231757,2022-03-30 20:56:05.3320
43.00,231805,2022-03-30 20:56:05.3790
43.00,231852,2022-03-30 20:56:05.4260
43.00,231902,2022-03-30 20:56:05.4760
43.00,231951,2022-03-30 20:56:05.5250
43.00,231997,2022-03-30 20:56:05.5720
37.00,232042,2022-03-30 20:56:05.6170
37.00,232092,2022-03-30 20:56:05.6660
37.00,232137,2022-03-30 20:56:05.7120
37.00,232183,2022-03-30 20:56:05.7570
37.00,232229,2022-03-30 20:56:05.8030
37.00,232276,2022-03-30 20:56:05.8500
37.00,232324,2022-03-30 20:56:05.8980
37.00,232372,2022-03-30 20:56:05.9470
37.00,232416,2022-03-30 20:56:05.9910
37.00,232458,2022-03-30 20:56:06.0320
37.00,232503,2022-03-30 20:56:06.0770
37.00,232547,2022-03-30 20:56:06.1220
37.00,232580,2022-03-30 20:56:06.1550
37.00,232610,2022-03-30 20:56:06.1850
37.00,232638,2022-03-30 20:56:06.2130
37.00,232689,2022-03-30 20:56:06.2630
33.00,232737,2022-03-30 20:56:06.3110
33.00,232785,2022-03-30 20:56:06.3590
33.00,232831,2022-03-30 20:56:06.4060
33.00,232877,2022-03-30 20:56:06.4520
33.00,232925,2022-03-30 20:56:06.4990
33.00,232969,2022-03-30 20:56:06.5440
33.00,233015,2022-03-30 20:56:06.5890
33.00,233059,2022-03-30 20:56:06.6340
33.00,233107,2022-03-30 20:56:06.6810
33.00,233155,2022-03-30 20:56:06.7300
33.00,233203,2022-03-30 20:56:06.7770
33.00,233251,2022-03-30 20:56:06.8260
33.00,233298,2022-03-30 20:56:06.8720
33.00,233346,2022-03-30 20:56:06.9200
33.00,233391,2022-03-30 20:56:06.9650
39.00,233439,2022-03-30 20:56:07.0140
39.00,233483,2022-03-30 20:56:07.0570
39.00,233527,2022-03-30 20:56:07.1020
39.00,233574,2022-03-30 20:56:07.1480
39.00,233620,2022-03-30 20:56:07.1950
39.00,233667,2022-03-30 20:56:07.2420
39.00,233712,2022-03-30 20:56:07.2870
39.00,233752,2022-03-30 20:56:07.3270
39.00,233800,2022-03-30 20:56:07.3750
39.00,233849,2022-03-30 20:56:07.4240
39.00,233888,2022-03-30 20:56:07.4630
39.00,233929,2022-03-30 20:56:07.5040
39.00,233962,2022-03-30 20:56:07.5360
39.00,233990,2022-03-30 20:56:07.5640
39.00,234028,2022-03-30 20:56:07.6030
39.00,234073,2022-03-30 20:56:07.6470
39.00,234119,2022-03-30 20:56:07.6930
41.00,234170,2022-03-30 20:56:07.7440
41.00,234214,2022-03-30 20:56:07.7890
41.00,234262,2022-03-30 20:56:07.8370
41.00,234310,2022-03-30 20:56:07.8850
41.00,234357,2022-03-30 20:56:07.9320
41.00,234406,2022-03-30 20:56:07.9810
41.00,234452,2022-03-30 20:56:08.0270
41.00,234487,2022-03-30 20:56:08.0620
41.00,234532,2022-03-30 20:56:08.1070
41.00,234566,2022-03-30 20:56:08.1400
41.00,234599,2022-03-30 20:56:08.1730
41.00,234634,2022-03-30 20:56:08.2080
41.00,234677,2022-03-30 20:56:08.2520
41.00,234718,2022-03-30 20:56:08.2920
41.00,234746,2022-03-30 20:56:08.3200
41.00,234779,2022-03-30 20:56:08.3540
41.00,234826,2022-03-30 20:56:08.4010
34.00,234873,2022-03-30 20:56:08.4470
34.00,234919,2022-03-30 20:56:08.4940
34.00,234970,2022-03-30 20:56:08.5440
34.00,235021,2022-03-30 20:56:08.5950
34.00,235066,2022-03-30 20:56:08.6400
34.00,235110,2022-03-30 20:56:08.6850
34.00,235154,2022-03-30 20:56:08.7280
34.00,235198,2022-03-30 20:56:08.7720
34.00,235246,2022-03-30 20:56:08.8200
34.00,235294,2022-03-30 20:56:08.8690
34.00,235340,2022-03-30 20:56:08.9150
34.00,235383,2022-03-30 20:56:08.9580
34.00,235429,2022-03-30 20:56:09.0040
34.00,235474,2022-03-30 20:56:09.0490
34.00,235521,2022-03-30 20:56:09.0950
37.00,235566,2022-03-30 20:56:09.1410
37.00,235613,2022-03-30 20:56:09.1870
37.00,235660,2022-03-30 20:56:09.2340
37.00,235703,2022-03-30 20:56:09.2780
37.00,235746,2022-03-30 20:56:09.3210
37.00,235792,2022-03-30 20:56:09.3670
37.00,235837,2022-03-30 20:56:09.4120
37.00,235882,2022-03-30 20:56:09.4570
37.00,235929,2022-03-30 20:56:09.5030
37.00,235978,2022-03-30 20:56:09.5530
37.00,236025,2022-03-30 20:56:09.6000
37.00,236072,2022-03-30 20:56:09.6470
37.00,236117,2022-03-30 20:56:09.6920
37.00,236164,2022-03-30 20:56:09.7390
37.00,236211,2022-03-30 20:56:09.7860
43.00,236261,2022-03-30 20:56:09.8350
43.00,236309,2022-03-30 20:56:09.8840
43.00,236357,2022-03-30 20:56:09.9310
43.00,236404,2022-03-30 20:56:09.9790
43.00,236451,2022-03-30 20:56:10.0250
43.00,236483,2022-03-30 20:56:10.0570
43.00,236531,2022-03-30 20:56:10.1060
43.00,236580,2022-03-30 20:56:10.1540
43.00,236623,2022-03-30 20:56:10.1980
43.00,236670,2022-03-30 20:56:10.2450
43.00,236715,2022-03-30 20:56:10.2900
43.00,236759,2022-03-30 20:56:10.3340
43.00,236805,2022-03-30 20:56:10.3800
43.00,236853,2022-03-30 20:56:10.4280
43.00,236902,2022-03-30 20:56:10.4760
33.00,236950,2022-03-30 20:56:10.5250
33.00,236998,2022-03-30 20:56:10.5720
33.00,237045,2022-03-30 20:56:10.6190
33.00,237088,2022-03-30 20:56:10.6630
33.00,237142,2022-03-30 20:56:10.7160
33.00,237189,2022-03-30 20:56:10.7640
33.00,237235,2022-03-30 20:56:10.8090
33.00,237280,2022-03-30 20:56:10.8540
33.00,237329,2022-03-30 20:56:10.9040
33.00,237377,2022-03-30 20:56:10.9520
33.00,237423,2022-03-30 20:56:10.9980
33.00,237467,2022-03-30 20:56:11.0420
33.00,237514,2022-03-30 20:56:11.0880
33.00,237558,2022-03-30 20:56:11.1320
33.00,237602,2022-03-30 20:56:11.1760
33.00,237650,2022-03-30 20:56:11.2240
33.00,237700,2022-03-30 20:56:11.2750
33.00,237747,2022-03-30 20:56:11.3220
33.00,237794,2022-03-30 20:56:11.3680
33.00,237841,2022-03-30 20:56:11.4150
33.00,237887,2022-03-30 20:56:11.4620
33.00,237934,2022-03-30 20:56:11.5080
33.00,237979,2022-03-30 20:56:11.5530
33.00,238024,2022-03-30 20:56:11.5980
33.00,238073,2022-03-30 20:56:11.6480
33.00,238121,2022-03-30 20:56:11.6950
33.00,238171,2022-03-30 20:56:11.7450
33.00,238217,2022-03-30 20:56:11.7910
33.00,238264,2022-03-30 20:56:11.8380
33.00,238307,2022-03-30 20:56:11.8820
45.00,238349,2022-03-30 20:56:11.9240
45.00,238385,2022-03-30 20:56:11.9600
45.00,238430,2022-03-30 20:56:12.0050
45.00,238475,2022-03-30 20:56:12.0490
45.00,238521,2022-03-30 20:56:12.0960
45.00,238569,2022-03-30 20:56:12.1440
45.00,238618,2022-03-30 20:56:12.1930
45.00,238666,2022-03-30 20:56:12.2410
45.00,238710,2022-03-30 20:56:12.2850
45.00,238759,2022-03-30 20:56:12.3340
45.00,238806,2022-03-30 20:56:12.3810
45.00,238853,2022-03-30 20:56:12.4270
45.00,238897,2022-03-30 20:56:12.4710
45.00,238944,2022-03-30 20:56:12.5180
45.00,238989,2022-03-30 20:56:12.5630
45.00,239033,2022-03-30 20:56:12.6070
34.00,239082,2022-03-30 20:56:12.6560
34.00,239130,2022-03-30 20:56:12.7050
34.00,239176,2022-03-30 20:56:12.7500
34.00,239220,2022-03-30 20:56:12.7950
34.00,239267,2022-03-30 20:56:12.8420
34.00,239311,2022-03-30 20:56:12.8860
34.00,239355,2022-03-30 20:56:12.9300
34.00,239402,2022-03-30 20:56:12.9770
34.00,239450,2022-03-30 20:56:13.0250
34.00,239496,2022-03-30 20:56:13.0700
34.00,239540,2022-03-30 20:56:13.1140
34.00,239587,2022-03-30 20:56:13.1620
34.00,239632,2022-03-30 20:56:13.2070
34.00,239681,2022-03-30 20:56:13.2550
34.00,239728,2022-03-30 20:56:13.3020
33.00,239774,2022-03-30 20:56:13.3490
33.00,239824,2022-03-30 20:56:13.3990
33.00,239871,2022-03-30 20:56:13.4450
33.00,239917,2022-03-30 20:56:13.4910
33.00,239963,2022-03-30 20:56:13.5380
33.00,240016,2022-03-30 20:56:13.5900
33.00,240061,2022-03-30 20:56:13.6360
33.00,240107,2022-03-30 20:56:13.6820
33.00,240154,2022-03-30 20:56:13.7290
33.00,240203,2022-03-30 20:56:13.7770
33.00,240250,2022-03-30 20:56:13.8240
33.00,240293,2022-03-30 20:56:13.8680
33.00,240339,2022-03-30 20:56:13.9140
33.00,240385,2022-03-30 20:56:13.9600
33.00,240432,2022-03-30 20:56:14.0060
42.00,240483,2022-03-30 20:56:14.0570
42.00,240527,2022-03-30 20:56:14.1020
42.00,240573,2022-03-30 20:56:14.1470
42.00,240621,2022-03-30 20:56:14.1950
42.00,240666,2022-03-30 20:56:14.2410
42.00,240707,2022-03-30 20:56:14.2820
42.00,240749,2022-03-30 20:56:14.3240
42.00,240794,2022-03-30 20:56:14.3690
42.00,240838,2022-03-30 20:56:14.4130
42.00,240880,2022-03-30 20:56:14.4550
42.00,240915,2022-03-30 20:56:14.4890
42.00,240948,2022-03-30 20:56:14.5230
42.00,240996,2022-03-30 20:56:14.5700
42.00,241041,2022-03-30 20:56:14.6160
42.00,241089,2022-03-30 20:56:14.6630
42.00,241136,2022-03-30 20:56:14.7100
37.00,241184,2022-03-30 20:56:14.7590
37.00,241229,2022-03-30 20:56:14.8030
37.00,241274,2022-03-30 20:56:14.8480
37.00,241333,2022-03-30 20:56:14.9080
37.00,241377,2022-03-30 20:56:14.9510
37.00,241423,2022-03-30 20:56:14.9970
37.00,241470,2022-03-30 20:56:15.0450
37.00,241517,2022-03-30 20:56:15.0910
37.00,241564,2022-03-30 20:56:15.1390
37.00,241611,2022-03-30 20:56:15.1850
37.00,241658,2022-03-30 20:56:15.2320
37.00,241704,2022-03-30 20:56:15.2790
37.00,241749,2022-03-30 20:56:15.3230
37.00,241796,2022-03-30 20:56:15.3710
37.00,241845,2022-03-30 20:56:15.4200
33.00,241890,2022-03-30 20:56:15.4640
33.00,241937,2022-03-30 20:56:15.5110
33.00,241983,2022-03-30 20:56:15.5570
33.00,242031,2022-03-30 20:56:15.6050
33.00,242076,2022-03-30 20:56:15.6510
33.00,242124,2022-03-30 20:56:15.6980
33.00,242170,2022-03-30 20:56:15.7450
33.00,242214,2022-03-30 20:56:15.7890
33.00,242260,2022-03-30 20:56:15.8350
33.00,242308,2022-03-30 20:56:15.8830
33.00,242360,2022-03-30 20:56:15.9350
33.00,242407,2022-03-30 20:56:15.9820
33.00,242454,2022-03-30 20:56:16.0280
33.00,242499,2022-03-30 20:56:16.0730
33.00,242544,2022-03-30 20:56:16.1180
40.00,242590,2022-03-30 20:56:16.1650
40.00,242638,2022-03-30 20:56:16.2130
40.00,242684,2022-03-30 20:56:16.2590
40.00,242729,2022-03-30 20:56:16.3040
40.00,242778,2022-03-30 20:56:16.3530
40.00,242825,2022-03-30 20:56:16.4000
40.00,242871,2022-03-30 20:56:16.4450
40.00,242919,2022-03-30 20:56:16.4940
40.00,242966,2022-03-30 20:56:16.5410
40.00,243017,2022-03-30 20:56:16.5910
40.00,243063,2022-03-30 20:56:16.6380
40.00,243110,2022-03-30 20:56:16.6850
40.00,243158,2022-03-30 20:56:16.7330
40.00,243206,2022-03-30 20:56:16.7800
41.00,243255,2022-03-30 20:56:16.8290
41.00,243300,2022-03-30 20:56:16.8740
41.00,243349,2022-03-30 20:56:16.9240
41.00,243394,2022-03-30 20:56:16.9680
41.00,243443,2022-03-30 20:56:17.0170
41.00,243492,2022-03-30 20:56:17.0660
41.00,243537,2022-03-30 20:56:17.1110
41.00,243583,2022-03-30 20:56:17.1580
41.00,243628,2022-03-30 20:56:17.2030
41.00,243675,2022-03-30 20:56:17.2500
41.00,243716,2022-03-30 20:56:17.2910
41.00,243758,2022-03-30 20:56:17.3320
41.00,243800,2022-03-30 20:56:17.3750
41.00,243847,2022-03-30 20:56:17.4220
41.00,243892,2022-03-30 20:56:17.4670
41.00,243939,2022-03-30 20:56:17.5130
33.00,243988,2022-03-30 20:56:17.5620
33.00,244031,2022-03-30 20:56:17.6060
33.00,244074,2022-03-30 20:56:17.6480
33.00,244119,2022-03-30 20:56:17.6940
33.00,244165,2022-03-30 20:56:17.7400
33.00,244211,2022-03-30 20:56:17.7860
33.00,244249,2022-03-30 20:56:17.8230
33.00,244279,2022-03-30 20:56:17.8530
33.00,244328,2022-03-30 20:56:17.9020
33.00,244378,2022-03-30 20:56:17.9520
33.00,244426,2022-03-30 20:56:18.0000
33.00,244472,2022-03-30 20:56:18.0460
33.00,244519,2022-03-30 20:56:18.0940
33.00,244562,2022-03-30 20:56:18.1370
33.00,244609,2022-03-30 20:56:18.1830
35.00,244655,2022-03-30 20:56:18.2290
35.00,244703,2022-03-30 20:56:18.2770
35.00,244749,2022-03-30 20:56:18.3240
35.00,244796,2022-03-30 20:56:18.3710
35.00,244849,2022-03-30 20:56:18.4230
35.00,244896,2022-03-30 20:56:18.4710
35.00,244945,2022-03-30 20:56:18.5190
35.00,244990,2022-03-30 20:56:18.5650
35.00,245038,2022-03-30 20:56:18.6120
35.00,245086,2022-03-30 20:56:18.6600
35.00,245133,2022-03-30 20:56:18.7070
35.00,245179,2022-03-30 20:56:18.7530
35.00,245226,2022-03-30 20:56:18.8000
35.00,245272,2022-03-30 20:56:18.8470
35.00,245321,2022-03-30 20:56:18.8950
44.00,245369,2022-03-30 20:56:18.9440
44.00,245415,2022-03-30 20:56:18.9900
44.00,245459,2022-03-30 20:56:19.0330
44.00,245504,2022-03-30 20:56:19.0790
44.00,245547,2022-03-30 20:56:19.1210
44.00,245594,2022-03-30 20:56:19.1680
44.00,245644,2022-03-30 20:56:19.2180
44.00,245690,2022-03-30 20:56:19.2640
44.00,245722,2022-03-30 20:56:19.2960
44.00,245757,2022-03-30 20:56:19.3320
44.00,245804,2022-03-30 20:56:19.3780
44.00,245852,2022-03-30 20:56:19.4260
44.00,245901,2022-03-30 20:56:19.4750
44.00,245951,2022-03-30 20:56:19.5260
44.00,246008,2022-03-30 20:56:19.5830
33.00,246063,2022-03-30 20:56:19.6370
33.00,246111,2022-03-30 20:56:19.6850
33.00,246157,2022-03-30 20:56:19.7310
33.00,246207,2022-03-30 20:56:19.7810
33.00,246254,2022-03-30 20:56:19.8280
33.00,246300,2022-03-30 20:56:19.8750
33.00,246345,2022-03-30 20:56:19.9190
33.00,246391,2022-03-30 20:56:19.9650
33.00,246442,2022-03-30 20:56:20.0170
33.00,246491,2022-03-30 20:56:20.0650
33.00,246537,2022-03-30 20:56:20.1110
33.00,246583,2022-03-30 20:56:20.1570
33.00,246628,2022-03-30 20:56:20.2030
33.00,246677,2022-03-30 20:56:20.2520
33.00,246723,2022-03-30 20:56:20.2970
34.00,246771,2022-03-30 20:56:20.3460
34.00,246824,2022-03-30 20:56:20.3990
34.00,246871,2022-03-30 20:56:20.4450
34.00,246918,2022-03-30 20:56:20.4920
34.00,246967,2022-03-30 20:56:20.5410
34.00,247015,2022-03-30 20:56:20.5890
34.00,247058,2022-03-30 20:56:20.6320
34.00,247103,2022-03-30 20:56:20.6770
34.00,247152,2022-03-30 20:56:20.7270
34.00,247200,2022-03-30 20:56:20.7740
34.00,247244,2022-03-30 20:56:20.8190
34.00,247289,2022-03-30 20:56:20.8640
34.00,247337,2022-03-30 20:56:20.9110
34.00,247384,2022-03-30 20:56:20.9580
34.00,247429,2022-03-30 20:56:21.0040
45.00,247479,2022-03-30 20:56:21.0530
45.00,247523,2022-03-30 20:56:21.0980
45.00,247568,2022-03-30 20:56:21.1420
45.00,247614,2022-03-30 20:56:21.1880
45.00,247661,2022-03-30 20:56:21.2350
45.00,247707,2022-03-30 20:56:21.2810
45.00,247754,2022-03-30 20:56:21.3280
45.00,247799,2022-03-30 20:56:21.3730
45.00,247845,2022-03-30 20:56:21.4190
45.00,247906,2022-03-30 20:56:21.4800
45.00,247954,2022-03-30 20:56:21.5280
45.00,248000,2022-03-30 20:56:21.5740
45.00,248047,2022-03-30 20:56:21.6220
45.00,248094,2022-03-30 20:56:21.6690
45.00,248137,2022-03-30 20:56:21.7110
35.00,248185,2022-03-30 20:56:21.7600
35.00,248232,2022-03-30 20:56:21.8070
35.00,248278,2022-03-30 20:56:21.8530
35.00,248327,2022-03-30 20:56:21.9010
35.00,248373,2022-03-30 20:56:21.9470
35.00,248419,2022-03-30 20:56:21.9940
35.00,248465,2022-03-30 20:56:22.0400
