LIGHT (lux),Time sin`ce start in ms,YYYY-MO-DD HH-MI-SS.SSSS
100.00,421239,2022-04-05 14:41:15.0420
100.00,421279,2022-04-05 14:41:15.0820
100.00,421311,2022-04-05 14:41:15.1140
100.00,421346,2022-04-05 14:41:15.1490
100.00,421385,2022-04-05 14:41:15.1880
99.00,421420,2022-04-05 14:41:15.2230
99.00,421458,2022-04-05 14:41:15.2600
99.00,421491,2022-04-05 14:41:15.2940
99.00,421527,2022-04-05 14:41:15.3290
99.00,421563,2022-04-05 14:41:15.3660
99.00,421600,2022-04-05 14:41:15.4030
99.00,421633,2022-04-05 14:41:15.4360
77.00,421671,2022-04-05 14:41:15.4730
77.00,421706,2022-04-05 14:41:15.5080
77.00,421745,2022-04-05 14:41:15.5470
77.00,421778,2022-04-05 14:41:15.5810
77.00,421811,2022-04-05 14:41:15.6130
77.00,421842,2022-04-05 14:41:15.6450
77.00,421877,2022-04-05 14:41:15.6800
71.00,421915,2022-04-05 14:41:15.7170
71.00,421948,2022-04-05 14:41:15.7500
71.00,421989,2022-04-05 14:41:15.7910
71.00,422023,2022-04-05 14:41:15.8260
71.00,422055,2022-04-05 14:41:15.8570
71.00,422092,2022-04-05 14:41:15.8950
71.00,422126,2022-04-05 14:41:15.9290
74.00,422162,2022-04-05 14:41:15.9640
74.00,422198,2022-04-05 14:41:16.0000
74.00,422234,2022-04-05 14:41:16.0370
74.00,422270,2022-04-05 14:41:16.0730
74.00,422306,2022-04-05 14:41:16.1090
74.00,422341,2022-04-05 14:41:16.1430
74.00,422376,2022-04-05 14:41:16.1790
98.00,422414,2022-04-05 14:41:16.2160
98.00,422453,2022-04-05 14:41:16.2560
98.00,422492,2022-04-05 14:41:16.2940
98.00,422529,2022-04-05 14:41:16.3310
98.00,422563,2022-04-05 14:41:16.3650
98.00,422600,2022-04-05 14:41:16.4020
98.00,422630,2022-04-05 14:41:16.4330
98.00,422663,2022-04-05 14:41:16.4660
98.00,422700,2022-04-05 14:41:16.5020
98.00,422730,2022-04-05 14:41:16.5320
98.00,422767,2022-04-05 14:41:16.5700
98.00,422808,2022-04-05 14:41:16.6100
98.00,422849,2022-04-05 14:41:16.6520
98.00,422884,2022-04-05 14:41:16.6870
98.00,422925,2022-04-05 14:41:16.7280
98.00,422962,2022-04-05 14:41:16.7650
98.00,422997,2022-04-05 14:41:16.7990
98.00,423031,2022-04-05 14:41:16.8330
98.00,423071,2022-04-05 14:41:16.8730
98.00,423107,2022-04-05 14:41:16.9090
98.00,423153,2022-04-05 14:41:16.9560
98.00,423193,2022-04-05 14:41:16.9960
98.00,423230,2022-04-05 14:41:17.0330
98.00,423267,2022-04-05 14:41:17.0700
98.00,423306,2022-04-05 14:41:17.1090
98.00,423341,2022-04-05 14:41:17.1440
98.00,423378,2022-04-05 14:41:17.1800
99.00,423412,2022-04-05 14:41:17.2140
99.00,423448,2022-04-05 14:41:17.2500
99.00,423486,2022-04-05 14:41:17.2890
99.00,423521,2022-04-05 14:41:17.3240
99.00,423557,2022-04-05 14:41:17.3600
99.00,423591,2022-04-05 14:41:17.3930
99.00,423624,2022-04-05 14:41:17.4270
99.00,423658,2022-04-05 14:41:17.4610
78.00,423696,2022-04-05 14:41:17.4980
78.00,423734,2022-04-05 14:41:17.5360
78.00,423771,2022-04-05 14:41:17.5730
78.00,423815,2022-04-05 14:41:17.6170
78.00,423847,2022-04-05 14:41:17.6490
78.00,423877,2022-04-05 14:41:17.6800
71.00,423913,2022-04-05 14:41:17.7160
71.00,423953,2022-04-05 14:41:17.7560
71.00,423993,2022-04-05 14:41:17.7960
71.00,424027,2022-04-05 14:41:17.8290
71.00,424061,2022-04-05 14:41:17.8630
71.00,424101,2022-04-05 14:41:17.9040
71.00,424136,2022-04-05 14:41:17.9390
72.00,424169,2022-04-05 14:41:17.9710
72.00,424205,2022-04-05 14:41:18.0080
72.00,424241,2022-04-05 14:41:18.0430
72.00,424273,2022-04-05 14:41:18.0760
72.00,424308,2022-04-05 14:41:18.1100
72.00,424341,2022-04-05 14:41:18.1440
72.00,424376,2022-04-05 14:41:18.1790
99.00,424415,2022-04-05 14:41:18.2180
99.00,424454,2022-04-05 14:41:18.2560
99.00,424488,2022-04-05 14:41:18.2910
99.00,424524,2022-04-05 14:41:18.3270
99.00,424564,2022-04-05 14:41:18.3660
99.00,424597,2022-04-05 14:41:18.3990
99.00,424633,2022-04-05 14:41:18.4350
99.00,424670,2022-04-05 14:41:18.4730
99.00,424701,2022-04-05 14:41:18.5030
99.00,424738,2022-04-05 14:41:18.5410
99.00,424773,2022-04-05 14:41:18.5750
99.00,424807,2022-04-05 14:41:18.6100
99.00,424850,2022-04-05 14:41:18.6520
99.00,424886,2022-04-05 14:41:18.6880
99.00,424921,2022-04-05 14:41:18.7230
99.00,424958,2022-04-05 14:41:18.7600
99.00,424996,2022-04-05 14:41:18.7980
99.00,425035,2022-04-05 14:41:18.8370
99.00,425073,2022-04-05 14:41:18.8750
99.00,425110,2022-04-05 14:41:18.9130
99.00,425143,2022-04-05 14:41:18.9450
99.00,425183,2022-04-05 14:41:18.9850
99.00,425219,2022-04-05 14:41:19.0210
99.00,425253,2022-04-05 14:41:19.0560
99.00,425293,2022-04-05 14:41:19.0950
99.00,425323,2022-04-05 14:41:19.1250
99.00,425357,2022-04-05 14:41:19.1590
99.00,425391,2022-04-05 14:41:19.1940
99.00,425435,2022-04-05 14:41:19.2380
99.00,425470,2022-04-05 14:41:19.2730
99.00,425510,2022-04-05 14:41:19.3120
99.00,425551,2022-04-05 14:41:19.3540
99.00,425580,2022-04-05 14:41:19.3820
99.00,425616,2022-04-05 14:41:19.4190
99.00,425654,2022-04-05 14:41:19.4570
80.00,425689,2022-04-05 14:41:19.4920
80.00,425724,2022-04-05 14:41:19.5260
80.00,425763,2022-04-05 14:41:19.5660
80.00,425798,2022-04-05 14:41:19.6000
80.00,425835,2022-04-05 14:41:19.6370
80.00,425872,2022-04-05 14:41:19.6740
80.00,425905,2022-04-05 14:41:19.7080
71.00,425939,2022-04-05 14:41:19.7420
71.00,425975,2022-04-05 14:41:19.7770
71.00,426017,2022-04-05 14:41:19.8200
71.00,426054,2022-04-05 14:41:19.8560
71.00,426093,2022-04-05 14:41:19.8960
71.00,426128,2022-04-05 14:41:19.9310
71.00,426170,2022-04-05 14:41:19.9720
71.00,426208,2022-04-05 14:41:20.0110
71.00,426239,2022-04-05 14:41:20.0420
71.00,426272,2022-04-05 14:41:20.0750
71.00,426310,2022-04-05 14:41:20.1130
71.00,426344,2022-04-05 14:41:20.1460
71.00,426377,2022-04-05 14:41:20.1790
71.00,426420,2022-04-05 14:41:20.2230
99.00,426450,2022-04-05 14:41:20.2520
99.00,426487,2022-04-05 14:41:20.2890
99.00,426522,2022-04-05 14:41:20.3250
99.00,426551,2022-04-05 14:41:20.3530
99.00,426585,2022-04-05 14:41:20.3870
99.00,426620,2022-04-05 14:41:20.4230
99.00,426655,2022-04-05 14:41:20.4570
99.00,426689,2022-04-05 14:41:20.4910
99.00,426722,2022-04-05 14:41:20.5250
99.00,426756,2022-04-05 14:41:20.5590
99.00,426791,2022-04-05 14:41:20.5930
99.00,426828,2022-04-05 14:41:20.6310
99.00,426863,2022-04-05 14:41:20.6650
99.00,426899,2022-04-05 14:41:20.7020
99.00,426940,2022-04-05 14:41:20.7430
99.00,426974,2022-04-05 14:41:20.7760
99.00,427007,2022-04-05 14:41:20.8090
99.00,427044,2022-04-05 14:41:20.8470
99.00,427078,2022-04-05 14:41:20.8810
99.00,427113,2022-04-05 14:41:20.9150
99.00,427150,2022-04-05 14:41:20.9520
99.00,427188,2022-04-05 14:41:20.9900
99.00,427226,2022-04-05 14:41:21.0290
99.00,427259,2022-04-05 14:41:21.0610
99.00,427295,2022-04-05 14:41:21.0970
99.00,427329,2022-04-05 14:41:21.1310
99.00,427362,2022-04-05 14:41:21.1640
99.00,427397,2022-04-05 14:41:21.1990
99.00,427434,2022-04-05 14:41:21.2360
99.00,427474,2022-04-05 14:41:21.2760
99.00,427508,2022-04-05 14:41:21.3100
99.00,427545,2022-04-05 14:41:21.3470
99.00,427583,2022-04-05 14:41:21.3860
99.00,427620,2022-04-05 14:41:21.4230
99.00,427659,2022-04-05 14:41:21.4610
82.00,427694,2022-04-05 14:41:21.4960
82.00,427725,2022-04-05 14:41:21.5280
82.00,427758,2022-04-05 14:41:21.5600
82.00,427794,2022-04-05 14:41:21.5970
82.00,427830,2022-04-05 14:41:21.6330
82.00,427867,2022-04-05 14:41:21.6700
82.00,427904,2022-04-05 14:41:21.7060
71.00,427939,2022-04-05 14:41:21.7420
71.00,427981,2022-04-05 14:41:21.7830
71.00,428016,2022-04-05 14:41:21.8190
71.00,428048,2022-04-05 14:41:21.8510
71.00,428083,2022-04-05 14:41:21.8860
71.00,428120,2022-04-05 14:41:21.9230
71.00,428155,2022-04-05 14:41:21.9580
71.00,428190,2022-04-05 14:41:21.9930
71.00,428227,2022-04-05 14:41:22.0290
71.00,428267,2022-04-05 14:41:22.0690
71.00,428305,2022-04-05 14:41:22.1070
71.00,428340,2022-04-05 14:41:22.1430
71.00,428373,2022-04-05 14:41:22.1760
71.00,428411,2022-04-05 14:41:22.2130
97.00,428447,2022-04-05 14:41:22.2490
97.00,428479,2022-04-05 14:41:22.2810
97.00,428514,2022-04-05 14:41:22.3170
97.00,428552,2022-04-05 14:41:22.3540
97.00,428588,2022-04-05 14:41:22.3900
97.00,428625,2022-04-05 14:41:22.4270
97.00,428661,2022-04-05 14:41:22.4640
99.00,428700,2022-04-05 14:41:22.5030
99.00,428732,2022-04-05 14:41:22.5350
99.00,428768,2022-04-05 14:41:22.5700
99.00,428805,2022-04-05 14:41:22.6080
99.00,428844,2022-04-05 14:41:22.6470
99.00,428881,2022-04-05 14:41:22.6840
99.00,428918,2022-04-05 14:41:22.7210
99.00,428955,2022-04-05 14:41:22.7580
99.00,428994,2022-04-05 14:41:22.7960
99.00,429028,2022-04-05 14:41:22.8310
99.00,429062,2022-04-05 14:41:22.8640
99.00,429099,2022-04-05 14:41:22.9010
99.00,429135,2022-04-05 14:41:22.9380
99.00,429173,2022-04-05 14:41:22.9760
99.00,429212,2022-04-05 14:41:23.0140
99.00,429245,2022-04-05 14:41:23.0470
99.00,429282,2022-04-05 14:41:23.0850
99.00,429322,2022-04-05 14:41:23.1250
99.00,429357,2022-04-05 14:41:23.1600
99.00,429390,2022-04-05 14:41:23.1930
99.00,429433,2022-04-05 14:41:23.2360
99.00,429468,2022-04-05 14:41:23.2700
99.00,429508,2022-04-05 14:41:23.3100
99.00,429542,2022-04-05 14:41:23.3450
99.00,429576,2022-04-05 14:41:23.3790
99.00,429611,2022-04-05 14:41:23.4140
99.00,429655,2022-04-05 14:41:23.4580
83.00,429689,2022-04-05 14:41:23.4920
83.00,429724,2022-04-05 14:41:23.5260
83.00,429758,2022-04-05 14:41:23.5610
83.00,429787,2022-04-05 14:41:23.5900
83.00,429816,2022-04-05 14:41:23.6180
83.00,429852,2022-04-05 14:41:23.6540
83.00,429882,2022-04-05 14:41:23.6850
83.00,429916,2022-04-05 14:41:23.7190
71.00,429956,2022-04-05 14:41:23.7580
71.00,429994,2022-04-05 14:41:23.7960
71.00,430031,2022-04-05 14:41:23.8330
71.00,430072,2022-04-05 14:41:23.8740
71.00,430106,2022-04-05 14:41:23.9080
71.00,430140,2022-04-05 14:41:23.9420
71.00,430179,2022-04-05 14:41:23.9810
71.00,430216,2022-04-05 14:41:24.0190
71.00,430253,2022-04-05 14:41:24.0560
71.00,430315,2022-04-05 14:41:24.1170
71.00,430350,2022-04-05 14:41:24.1520
71.00,430386,2022-04-05 14:41:24.1890
71.00,430424,2022-04-05 14:41:24.2270
96.00,430459,2022-04-05 14:41:24.2610
96.00,430493,2022-04-05 14:41:24.2950
96.00,430528,2022-04-05 14:41:24.3300
96.00,430558,2022-04-05 14:41:24.3600
96.00,430595,2022-04-05 14:41:24.3980
96.00,430635,2022-04-05 14:41:24.4370
96.00,430674,2022-04-05 14:41:24.4770
99.00,430710,2022-04-05 14:41:24.5120
99.00,430744,2022-04-05 14:41:24.5470
99.00,430785,2022-04-05 14:41:24.5880
99.00,430822,2022-04-05 14:41:24.6250
99.00,430853,2022-04-05 14:41:24.6550
99.00,430892,2022-04-05 14:41:24.6950
99.00,430933,2022-04-05 14:41:24.7350
99.00,430967,2022-04-05 14:41:24.7690
99.00,431001,2022-04-05 14:41:24.8030
99.00,431036,2022-04-05 14:41:24.8380
99.00,431071,2022-04-05 14:41:24.8730
99.00,431108,2022-04-05 14:41:24.9100
99.00,431147,2022-04-05 14:41:24.9500
99.00,431185,2022-04-05 14:41:24.9870
99.00,431224,2022-04-05 14:41:25.0260
99.00,431259,2022-04-05 14:41:25.0610
99.00,431292,2022-04-05 14:41:25.0950
99.00,431326,2022-04-05 14:41:25.1280
99.00,431360,2022-04-05 14:41:25.1630
99.00,431397,2022-04-05 14:41:25.1990
99.00,431429,2022-04-05 14:41:25.2310
99.00,431466,2022-04-05 14:41:25.2690
99.00,431501,2022-04-05 14:41:25.3030
99.00,431537,2022-04-05 14:41:25.3400
99.00,431578,2022-04-05 14:41:25.3810
99.00,431612,2022-04-05 14:41:25.4140
99.00,431647,2022-04-05 14:41:25.4490
99.00,431691,2022-04-05 14:41:25.4930
85.00,431719,2022-04-05 14:41:25.5210
85.00,431758,2022-04-05 14:41:25.5610
85.00,431795,2022-04-05 14:41:25.5980
85.00,431827,2022-04-05 14:41:25.6290
85.00,431858,2022-04-05 14:41:25.6610
85.00,431895,2022-04-05 14:41:25.6980
85.00,431932,2022-04-05 14:41:25.7340
71.00,431969,2022-04-05 14:41:25.7720
71.00,432006,2022-04-05 14:41:25.8090
71.00,432041,2022-04-05 14:41:25.8430
71.00,432069,2022-04-05 14:41:25.8720
71.00,432106,2022-04-05 14:41:25.9080
71.00,432147,2022-04-05 14:41:25.9500
71.00,432189,2022-04-05 14:41:25.9910
71.00,432224,2022-04-05 14:41:26.0270
71.00,432259,2022-04-05 14:41:26.0610
71.00,432295,2022-04-05 14:41:26.0980
71.00,432328,2022-04-05 14:41:26.1300
71.00,432362,2022-04-05 14:41:26.1640
71.00,432402,2022-04-05 14:41:26.2040
71.00,432436,2022-04-05 14:41:26.2390
94.00,432472,2022-04-05 14:41:26.2740
94.00,432507,2022-04-05 14:41:26.3090
94.00,432541,2022-04-05 14:41:26.3440
94.00,432575,2022-04-05 14:41:26.3780
94.00,432611,2022-04-05 14:41:26.4130
94.00,432649,2022-04-05 14:41:26.4510
94.00,432689,2022-04-05 14:41:26.4910
99.00,432726,2022-04-05 14:41:26.5280
99.00,432764,2022-04-05 14:41:26.5670
99.00,432800,2022-04-05 14:41:26.6020
99.00,432835,2022-04-05 14:41:26.6380
99.00,432870,2022-04-05 14:41:26.6730
99.00,432902,2022-04-05 14:41:26.7040
99.00,432933,2022-04-05 14:41:26.7360
98.00,432969,2022-04-05 14:41:26.7710
98.00,433008,2022-04-05 14:41:26.8110
98.00,433043,2022-04-05 14:41:26.8460
98.00,433083,2022-04-05 14:41:26.8850
98.00,433119,2022-04-05 14:41:26.9210
98.00,433156,2022-04-05 14:41:26.9580
98.00,433193,2022-04-05 14:41:26.9950
98.00,433226,2022-04-05 14:41:27.0280
98.00,433260,2022-04-05 14:41:27.0620
98.00,433301,2022-04-05 14:41:27.1040
98.00,433335,2022-04-05 14:41:27.1370
98.00,433371,2022-04-05 14:41:27.1730
98.00,433410,2022-04-05 14:41:27.2130
98.00,433443,2022-04-05 14:41:27.2460
99.00,433478,2022-04-05 14:41:27.2810
99.00,433515,2022-04-05 14:41:27.3180
99.00,433550,2022-04-05 14:41:27.3530
99.00,433587,2022-04-05 14:41:27.3900
99.00,433626,2022-04-05 14:41:27.4280
99.00,433657,2022-04-05 14:41:27.4600
99.00,433698,2022-04-05 14:41:27.5010
86.00,433735,2022-04-05 14:41:27.5380
86.00,433770,2022-04-05 14:41:27.5730
86.00,433806,2022-04-05 14:41:27.6080
86.00,433842,2022-04-05 14:41:27.6440
86.00,433875,2022-04-05 14:41:27.6780
86.00,433909,2022-04-05 14:41:27.7120
86.00,433939,2022-04-05 14:41:27.7420
71.00,433976,2022-04-05 14:41:27.7790
71.00,434015,2022-04-05 14:41:27.8170
71.00,434048,2022-04-05 14:41:27.8500
71.00,434083,2022-04-05 14:41:27.8860
71.00,434120,2022-04-05 14:41:27.9220
71.00,434163,2022-04-05 14:41:27.9660
71.00,434205,2022-04-05 14:41:28.0070
71.00,434242,2022-04-05 14:41:28.0450
71.00,434276,2022-04-05 14:41:28.0780
71.00,434307,2022-04-05 14:41:28.1100
71.00,434341,2022-04-05 14:41:28.1430
71.00,434377,2022-04-05 14:41:28.1800
71.00,434413,2022-04-05 14:41:28.2150
71.00,434447,2022-04-05 14:41:28.2500
93.00,434487,2022-04-05 14:41:28.2900
93.00,434522,2022-04-05 14:41:28.3250
93.00,434557,2022-04-05 14:41:28.3600
93.00,434594,2022-04-05 14:41:28.3960
93.00,434628,2022-04-05 14:41:28.4300
93.00,434662,2022-04-05 14:41:28.4640
93.00,434696,2022-04-05 14:41:28.4980
99.00,434735,2022-04-05 14:41:28.5370
99.00,434773,2022-04-05 14:41:28.5760
99.00,434813,2022-04-05 14:41:28.6150
99.00,434847,2022-04-05 14:41:28.6490
99.00,434879,2022-04-05 14:41:28.6820
99.00,434912,2022-04-05 14:41:28.7140
99.00,434944,2022-04-05 14:41:28.7460
99.00,434980,2022-04-05 14:41:28.7820
99.00,435016,2022-04-05 14:41:28.8180
99.00,435052,2022-04-05 14:41:28.8540
99.00,435089,2022-04-05 14:41:28.8920
99.00,435125,2022-04-05 14:41:28.9270
99.00,435159,2022-04-05 14:41:28.9610
99.00,435194,2022-04-05 14:41:28.9960
99.00,435229,2022-04-05 14:41:29.0310
99.00,435266,2022-04-05 14:41:29.0690
99.00,435302,2022-04-05 14:41:29.1050
99.00,435339,2022-04-05 14:41:29.1420
99.00,435374,2022-04-05 14:41:29.1760
99.00,435410,2022-04-05 14:41:29.2130
99.00,435445,2022-04-05 14:41:29.2480
99.00,435479,2022-04-05 14:41:29.2810
99.00,435518,2022-04-05 14:41:29.3200
99.00,435552,2022-04-05 14:41:29.3550
99.00,435588,2022-04-05 14:41:29.3910
99.00,435625,2022-04-05 14:41:29.4270
99.00,435661,2022-04-05 14:41:29.4630
99.00,435696,2022-04-05 14:41:29.4980
89.00,435736,2022-04-05 14:41:29.5390
89.00,435775,2022-04-05 14:41:29.5770
89.00,435812,2022-04-05 14:41:29.6140
89.00,435851,2022-04-05 14:41:29.6540
89.00,435884,2022-04-05 14:41:29.6860
89.00,435917,2022-04-05 14:41:29.7200
89.00,435952,2022-04-05 14:41:29.7550
71.00,435994,2022-04-05 14:41:29.7960
71.00,436029,2022-04-05 14:41:29.8310
71.00,436069,2022-04-05 14:41:29.8710
71.00,436106,2022-04-05 14:41:29.9080
71.00,436140,2022-04-05 14:41:29.9430
71.00,436171,2022-04-05 14:41:29.9740
71.00,436206,2022-04-05 14:41:30.0090
91.00,436244,2022-04-05 14:41:30.0460
91.00,436286,2022-04-05 14:41:30.0880
91.00,436326,2022-04-05 14:41:30.1290
91.00,436360,2022-04-05 14:41:30.1620
91.00,436397,2022-04-05 14:41:30.1990
91.00,436432,2022-04-05 14:41:30.2350
99.00,436468,2022-04-05 14:41:30.2700
99.00,436502,2022-04-05 14:41:30.3050
99.00,436542,2022-04-05 14:41:30.3450
99.00,436573,2022-04-05 14:41:30.3760
99.00,436612,2022-04-05 14:41:30.4140
99.00,436648,2022-04-05 14:41:30.4500
99.00,436684,2022-04-05 14:41:30.4870
99.00,436721,2022-04-05 14:41:30.5230
99.00,436757,2022-04-05 14:41:30.5600
99.00,436795,2022-04-05 14:41:30.5980
99.00,436835,2022-04-05 14:41:30.6370
99.00,436876,2022-04-05 14:41:30.6780
99.00,436913,2022-04-05 14:41:30.7150
99.00,436945,2022-04-05 14:41:30.7480
99.00,436982,2022-04-05 14:41:30.7850
99.00,437021,2022-04-05 14:41:30.8240
99.00,437053,2022-04-05 14:41:30.8560
99.00,437092,2022-04-05 14:41:30.8940
99.00,437127,2022-04-05 14:41:30.9300
99.00,437166,2022-04-05 14:41:30.9690
99.00,437201,2022-04-05 14:41:31.0030
99.00,437234,2022-04-05 14:41:31.0360
99.00,437269,2022-04-05 14:41:31.0710
99.00,437305,2022-04-05 14:41:31.1070
99.00,437342,2022-04-05 14:41:31.1450
99.00,437375,2022-04-05 14:41:31.1780
99.00,437411,2022-04-05 14:41:31.2130
99.00,437447,2022-04-05 14:41:31.2490
90.00,437488,2022-04-05 14:41:31.2900
90.00,437523,2022-04-05 14:41:31.3250
90.00,437557,2022-04-05 14:41:31.3600
90.00,437597,2022-04-05 14:41:31.3990
90.00,437631,2022-04-05 14:41:31.4340
90.00,437668,2022-04-05 14:41:31.4700
90.00,437702,2022-04-05 14:41:31.5050
71.00,437737,2022-04-05 14:41:31.5390
71.00,437774,2022-04-05 14:41:31.5760
71.00,437814,2022-04-05 14:41:31.6160
71.00,437846,2022-04-05 14:41:31.6490
71.00,437879,2022-04-05 14:41:31.6820
71.00,437911,2022-04-05 14:41:31.7140
71.00,437941,2022-04-05 14:41:31.7440
71.00,437972,2022-04-05 14:41:31.7750
71.00,438006,2022-04-05 14:41:31.8080
71.00,438041,2022-04-05 14:41:31.8430
71.00,438075,2022-04-05 14:41:31.8780
71.00,438111,2022-04-05 14:41:31.9140
71.00,438148,2022-04-05 14:41:31.9510
71.00,438188,2022-04-05 14:41:31.9910
89.00,438224,2022-04-05 14:41:32.0260
89.00,438258,2022-04-05 14:41:32.0600
89.00,438294,2022-04-05 14:41:32.0970
89.00,438330,2022-04-05 14:41:32.1320
89.00,438364,2022-04-05 14:41:32.1660
89.00,438400,2022-04-05 14:41:32.2030
89.00,438441,2022-04-05 14:41:32.2430
99.00,438473,2022-04-05 14:41:32.2760
99.00,438504,2022-04-05 14:41:32.3060
99.00,438542,2022-04-05 14:41:32.3450
99.00,438579,2022-04-05 14:41:32.3810
99.00,438618,2022-04-05 14:41:32.4200
99.00,438655,2022-04-05 14:41:32.4580
99.00,438688,2022-04-05 14:41:32.4900
99.00,438725,2022-04-05 14:41:32.5280
99.00,438762,2022-04-05 14:41:32.5640
99.00,438801,2022-04-05 14:41:32.6030
99.00,438837,2022-04-05 14:41:32.6400
99.00,438874,2022-04-05 14:41:32.6770
99.00,438905,2022-04-05 14:41:32.7080
99.00,438938,2022-04-05 14:41:32.7410
99.00,438975,2022-04-05 14:41:32.7770
99.00,439011,2022-04-05 14:41:32.8140
99.00,439044,2022-04-05 14:41:32.8470
99.00,439085,2022-04-05 14:41:32.8880
99.00,439122,2022-04-05 14:41:32.9250
99.00,439160,2022-04-05 14:41:32.9630
99.00,439208,2022-04-05 14:41:33.0100
99.00,439239,2022-04-05 14:41:33.0420
99.00,439272,2022-04-05 14:41:33.0750
99.00,439309,2022-04-05 14:41:33.1110
99.00,439344,2022-04-05 14:41:33.1460
99.00,439375,2022-04-05 14:41:33.1780
99.00,439411,2022-04-05 14:41:33.2140
99.00,439446,2022-04-05 14:41:33.2480
92.00,439487,2022-04-05 14:41:33.2890
92.00,439521,2022-04-05 14:41:33.3240
92.00,439557,2022-04-05 14:41:33.3590
92.00,439593,2022-04-05 14:41:33.3950
92.00,439628,2022-04-05 14:41:33.4300
92.00,439667,2022-04-05 14:41:33.4700
92.00,439702,2022-04-05 14:41:33.5040
71.00,439739,2022-04-05 14:41:33.5420
71.00,439774,2022-04-05 14:41:33.5770
71.00,439814,2022-04-05 14:41:33.6160
71.00,439851,2022-04-05 14:41:33.6540
71.00,439886,2022-04-05 14:41:33.6890
71.00,439924,2022-04-05 14:41:33.7270
71.00,439954,2022-04-05 14:41:33.7570
71.00,439994,2022-04-05 14:41:33.7960
71.00,440030,2022-04-05 14:41:33.8320
71.00,440063,2022-04-05 14:41:33.8660
71.00,440099,2022-04-05 14:41:33.9010
71.00,440133,2022-04-05 14:41:33.9360
71.00,440168,2022-04-05 14:41:33.9710
71.00,440205,2022-04-05 14:41:34.0080
88.00,440242,2022-04-05 14:41:34.0450
88.00,440276,2022-04-05 14:41:34.0780
88.00,440313,2022-04-05 14:41:34.1160
88.00,440350,2022-04-05 14:41:34.1520
88.00,440379,2022-04-05 14:41:34.1820
88.00,440419,2022-04-05 14:41:34.2210
88.00,440450,2022-04-05 14:41:34.2530
99.00,440489,2022-04-05 14:41:34.2910
99.00,440524,2022-04-05 14:41:34.3270
99.00,440564,2022-04-05 14:41:34.3670
99.00,440600,2022-04-05 14:41:34.4020
99.00,440639,2022-04-05 14:41:34.4410
99.00,440675,2022-04-05 14:41:34.4780
99.00,440708,2022-04-05 14:41:34.5110
100.00,440747,2022-04-05 14:41:34.5490
100.00,440784,2022-04-05 14:41:34.5860
100.00,440820,2022-04-05 14:41:34.6220
100.00,440856,2022-04-05 14:41:34.6590
100.00,440898,2022-04-05 14:41:34.7000
100.00,440931,2022-04-05 14:41:34.7340
100.00,440962,2022-04-05 14:41:34.7650
99.00,440999,2022-04-05 14:41:34.8010
99.00,441033,2022-04-05 14:41:34.8360
99.00,441072,2022-04-05 14:41:34.8750
99.00,441108,2022-04-05 14:41:34.9110
99.00,441146,2022-04-05 14:41:34.9490
99.00,441185,2022-04-05 14:41:34.9870
99.00,441221,2022-04-05 14:41:35.0240
99.00,441257,2022-04-05 14:41:35.0590
99.00,441285,2022-04-05 14:41:35.0870
99.00,441323,2022-04-05 14:41:35.1250
99.00,441357,2022-04-05 14:41:35.1600
99.00,441395,2022-04-05 14:41:35.1980
99.00,441432,2022-04-05 14:41:35.2340
99.00,441467,2022-04-05 14:41:35.2700
93.00,441509,2022-04-05 14:41:35.3110
93.00,441535,2022-04-05 14:41:35.3380
93.00,441573,2022-04-05 14:41:35.3750
93.00,441610,2022-04-05 14:41:35.4120
93.00,441646,2022-04-05 14:41:35.4490
93.00,441682,2022-04-05 14:41:35.4840
93.00,441716,2022-04-05 14:41:35.5190
71.00,441754,2022-04-05 14:41:35.5570
71.00,441791,2022-04-05 14:41:35.5940
71.00,441828,2022-04-05 14:41:35.6300
71.00,441865,2022-04-05 14:41:35.6680
71.00,441904,2022-04-05 14:41:35.7060
71.00,441940,2022-04-05 14:41:35.7430
71.00,441976,2022-04-05 14:41:35.7780
71.00,442009,2022-04-05 14:41:35.8120
71.00,442037,2022-04-05 14:41:35.8400
71.00,442064,2022-04-05 14:41:35.8670
71.00,442092,2022-04-05 14:41:35.8950
71.00,442125,2022-04-05 14:41:35.9270
71.00,442155,2022-04-05 14:41:35.9580
71.00,442190,2022-04-05 14:41:35.9920
71.00,442224,2022-04-05 14:41:36.0260
86.00,442260,2022-04-05 14:41:36.0620
86.00,442295,2022-04-05 14:41:36.0980
86.00,442334,2022-04-05 14:41:36.1370
86.00,442368,2022-04-05 14:41:36.1710
86.00,442405,2022-04-05 14:41:36.2080
86.00,442440,2022-04-05 14:41:36.2420
86.00,442481,2022-04-05 14:41:36.2830
98.00,442517,2022-04-05 14:41:36.3200
98.00,442552,2022-04-05 14:41:36.3550
98.00,442590,2022-04-05 14:41:36.3920
98.00,442624,2022-04-05 14:41:36.4270
98.00,442660,2022-04-05 14:41:36.4630
98.00,442702,2022-04-05 14:41:36.5040
99.00,442737,2022-04-05 14:41:36.5400
99.00,442773,2022-04-05 14:41:36.5760
99.00,442812,2022-04-05 14:41:36.6150
99.00,442847,2022-04-05 14:41:36.6490
99.00,442883,2022-04-05 14:41:36.6850
99.00,442921,2022-04-05 14:41:36.7240
99.00,442958,2022-04-05 14:41:36.7610
99.00,442984,2022-04-05 14:41:36.7870
99.00,443019,2022-04-05 14:41:36.8220
